index,textDisplay
19019,全部おんていがいいです❤
19020,外国人たちのために英語バージョン出してるの好き
19021,とりあえずゲッター
19022,綾瀬さんは天才
19023,俺もアイドルになりたい😊
19024,アイドルと言う過酷で偽りの多い世界でアイちゃんは人を愛する感情を失わずに生き抜く強さが体現された歌詞とサイバーパンクのような過激な映像美で表現されている実は人間くささの現れた良い曲だと思いました
19025,話題になってたから聞いたが個人的には普通というかアニソンよりの曲じゃないと思ってたので微妙すぎた
19026,やばいねすげ神曲
19027,なんでこんなに人気なの
19028,これは何年も何十年も語りづがれるべき名曲神曲曲の極地神聖曲
19029,アニメの第1話を全て歌で表現するの凄すぎる…
19030,今月中に1.9億は確実に行くね
19031,どこまで素晴らしい記録を叩き出すのかめっちゃ楽しみ
19032,えいつの間にか2億まで見えてるやん
19033,最新順にすると定期的にやべぇ人湧いてるの笑うてかそんな人でもわざわざ聞きに来る凄さよ
19034,今日学校でお昼の準備してる時にこの曲流れましたw
19035,漫画やアニメを見てから聞くとより一層強い何かを感じますAyaseさんのセンスは天晴れですikuraさんの歌い方もオモテとウラで使い分けておりアイドルという演出にぴったりでした最高の曲ですね
19036,この歌が無料でレジ袋が有料なのが理解むずい
19037,初めて聴いた時から中毒性がヤバいです❣️😳😆🥰ハイトーンボイスにめっちゃ鳥肌が立ちました❣️💎🎶🎤推しの子今めっちゃアニメ観てます原作も気になったので読んでます神作画で主題歌もめちゃめちゃ良き・・・🥰💖
19038,なんか自分に似ている
19039,曲→漫画試し読み範囲→曲の流れでここに戻ってきました一番最後にくる愛してるの意味を理解してもうグッときて泣いてしまう1億再生おめでとうございます
19040,adoにカバーさせたい
19041,数学の教師が授業の時間余ったからって流してて笑った
19042,推しの子のアニメを最低でも第一話見てから聞くとヤバいな
19043,自分用無敵の笑顔で荒らすメディア知りたいその秘密ミステリアス抜けてるとこさえ彼女のエリア完璧で嘘つきな君は天才的なアイドル様今日何食べた好きな本は遊び行くならどこに行くの何も食べてないそれは内緒何を聞かれてものらりくらりそう淡とだけど燦と見えそうで見えない秘密は蜜の味あれもないないないこれもないないない好きなタイプは相手はさぁ答えて誰かを好きになることなんて私分からなくてさ嘘か本当か知り得ないそんな言葉にまたひとり堕ちるまた好きにさせる誰もが目を奪われていく君は完璧で究極なアイドル金輪際現れない一番星の生まれ変わりその笑顔で愛してるで誰も彼も虜にしていくその瞳がその言葉が嘘でもそれは完全なアイはいはいあの子は特別です我はハナからおまけですお星様の引き立て役Bです全てあの子お陰なわけない洒落臭い妬み嫉妬なんてないわけがないこれはネタじゃないからこそ許せない完璧じゃない君じゃ許せない自分を許せない誰よりも強い君以外は認めない誰もが信じ崇めてるまさに最強で無敵なアイドル弱点なんて見当たらない一番星を宿している弱いとこなんて見せちゃダメダメ知りたくないとこは見せずに唯一無二じゃなくちゃイヤイヤそれこそ本物のアイ得意の笑顔で沸かすメディア隠し切るこの秘密だけは愛してるって嘘でつむキャリアこれこそ私なりの愛だ流れる汗も綺麗なアクアルビーを隠したこの瞼歌踊り舞う私はマリアそう嘘はとびきりの愛だ誰かに愛されたことも誰かのこと愛したこともないそんな私の嘘がいつか本当になることー信じてるーいつかきっと全部手に入れる私はそう欲張りなアイドル等身大で皆のことちゃんと愛したいから今日も嘘をつくのこの言葉がいつか本当になる日を願ってそれでもまた君と君にだけにはいえずにいたけどあぁやっと言えたこれは絶対嘘じゃないー愛してるー
19044,まだ1か月前だもんなまだ1か月前まだ1か月前再生数で脳がバグってる🤯
19045,で
19046,ラップが下手とごく1部で話題だったけどラップパートなんてないじゃん
19047,この歌好き
19048,こんな浅い曲が1.5億再生なんて🤔
19049,めっちゃカッコよすぎる語彙力
19050,懐かしい
19051,kpopにこんな曲あった気がするkpopのパクリじゃないの
19052,1ヶ月で1.5億回再生とか化け物すぎるだろアイドルじゃなくてバケモノだろごめんなさい
19053,まだ2ヶ月経ってないのに1.5億はエグすぎ
19054,なんか所オタクの掛け声みたいなの聞こえるの良い
19055,yoasobiに限らずなんだけどこれからは世界も意識して他国の言語の字幕も準備してほしいなせっかく素敵な曲なんだからたくさんの人に歌詞の意味を知って欲しい
19056,歌から漫画よんだけど事細かに描写がまとめられてて凄い
19057,最初はYOASOBIらしくないな…って思ってたけど聞くうちに超神曲だって事に気付かされた
19058,なんでJpopのラップ笑パートってこんなダサいの
19059,何でヒカキンのコメント消えてるん
19060,"無敵の笑顔で荒らすメディアMuteki no egao de arasu media▍因無懈可擊的笑顏而為之瘋狂的媒體們知りたいその秘密ミステリアスShiritai sono himitsu misuteriasu▍所想獲取的機密內容抜けてるとこさえ彼女のエリアNuketeru toko sae kanojyo no eria▍縱使是那脫穎而出之處也是她的領域完璧で嘘つきな君はKanpeki de usotsuki na kimi wa▍那完美而說了謊的妳天才的なアイドル様Tensai teki na aidoru sama▍就是擁有如此天才風範的偶像大人今日何食べたKyou nani tabeta▍妳今天吃了什麼了呢好きな本はsukina hon wa▍喜歡的書是遊びに行くならどこに行くのAsobi ni ikunara doko ni iku no▍如果要去玩的話會選擇去哪裡呢何も食べてないNani mo tabetenai▍""我什麼也沒吃""それは内緒sore wa naisho▍""那是秘密""何を聞かれてもNani wo kikaretemo ▍被問到的所有問題のらりくらりNorari kurari▍都要敷衍地搪塞過去そう淡とSou tantan to▍就這樣冷淡地だけど燦とDakedo sansan to▍卻又燦爛奪目地見えそうで見えない秘密は蜜の味Miesou de mienai himitsu wa mitsu no aji▍散發著甜蜜香氣的那似是而非的秘密あれもないないないAre mo nai nai nai▍絕對不可能會是那樣これもないないないKore mo nai nai nai▍也不可能會是這樣發展好きなタイプはSuki na taipu wa▍妳喜歡的類型是相手はAite wa▍對象是さあ答えてSaa kotaete▍來回答問題吧誰かを好きになることなんて私分からなくてさDare ka wo suki ni naru koto nante watashi wakaranakute sa▍自己究竟喜歡上了誰呢這點連我自己都無法理解嘘か本当か知り得ないUso ka hontou ka shirienai▍所以也無從知曉這是否是謊言抑或是實話そんな言葉にまた一人堕ちるSonna kotoba ni mata hitori ochiru▍而就是那般言論將再次使更多人淪陷また好きにさせるMata suki ni saseru▍讓更多人對妳癡心著迷誰もが目を奪われてくDare mo ga me wo ubawareteku▍每個人都目不轉睛地凝視的君は完璧で究極のアイドルKimi wa kanpeki de kyuukyoku no aidoru▍妳就是無懈可擊的究極偶像金輪際現れないKonrin zai arawarenai▍此生只得一遇一番星の生まれ変わりIchibanboshi no umarekawari▍妳就是那最耀眼的那顆星辰轉世その笑顔で愛してるでSono egao de aishiteru tte▍說著""我會用笑容愛著大家""這句話誰も彼も虜にしていくDare mo kare mo toriko ni shiteiku▍逐漸地擄獲任何人的芳心その瞳がその言葉がSono hitomi ga sono kotoba ga ▍縱使那個眼神與那句話語都只是謊言嘘でもそれは完全なアイUso demo sore wa kanzen na ai▍但那就是完美無瑕的""愛""はいはいあの子は特別ですHai hai ano ko wa tokubetsu desu▍是的沒錯那個孩子是獨一無二的我はハナからおまけですWareware wa hana kara omake desu▍而我們從最初就不過只是陪襯人物罷了お星様の引き立て役BですOhoshi samano hikitate yaku B desu▍只是單純受到星辰所提拔的角色B而已全てがあの子のお陰なわけないSubete ga ano ko no okage na wake nai▍這都歸功於那孩子的福呀這怎麼可能洒落臭いsharakusai▍這樣想可真是傲慢呢妬み嫉妬なんてないわけがないNetami shitto nante nai wake ga nai▍怎麼可能一點羨慕與忌妒之心也沒有呢これはネタじゃないKore wa neta jyanai ▍正因為這不是八卦內容からこそ許せないkara koso yurusenai▍所以才無法饒恕完璧じゃない君じゃ許せないKanpeki jyanai kimi jya yurusenai ▍我並非完美的因此我無法原諒你自分を許せないJibun wo yurusenai▍我也無法原諒我自己誰よりも強い君以外は認めないDare yori mo tsuyoi kimi igai wa mitomenai▍我只承認比任何人都來得堅強的你誰もが信じ崇めてるDaremo ga shinji agameteru▍受眾人崇拜著まさに最強で無敵のアイドルMasani saikyou de muteki no aidoru▍在那無懈可擊且弱点なんて見当たらないJyakuten nante miataranai▍毫無任何弱點的偶像內涵裡一番星を宿しているIchibanboshi wo yadoshiteiru▍寄宿著最閃耀的那顆星弱いとこなんて見せちゃダメダメYowai toko nante misecha damedame▍就這樣絕不讓人看見我的弱點知りたくないとこは見せずにShiritakunai toko wa misezuni▍並掩飾著不想去知曉的心靈唯一無二じゃなくちゃイヤイヤYuiitsumu ni jyanakucha iyaiya▍必須要是那獨一無二的人それこそ本物のアイSorekoso honmono no ai▍因為那才是真正的""愛""得意の笑顔で沸かすメディアTokui no egao de wakasu media▍因得意的笑顏而為之轟動的媒體們隠し切るこの秘密だけはKakushikiru kono himitsu dake wa▍除了這絕不能公開的秘密以外愛してるって嘘で積むキャリア""Aishiteru"" tte uso de tsumu kyaria▍說著這句""我愛你們""的謊言便是我積累的成就これこそ私なりの愛だKorekoso watashi nari no ai da▍這就是對我而言的愛流れる汗も綺麗なアクアNagareru ase mo kirei na Aqua▍流下汗水也不失優雅風範的水藍寶石阿奎亞ルビーを隠したこの瞼Rubii wo kakushita kono mabuta▍以及隱藏了紅寶石露比的面容歌い踊り舞う私はマリアUtai odori mau watashi wa maria▍而隨之歌唱而翩翩起舞的我就是瑪麗亞そう嘘はとびきりの愛だSou uso wa tobikiri no ai da▍沒錯謊言就是這無可比擬的愛誰かに愛されたこともDareka ni aisareta koto mo▍我既沒有被某人所愛著誰かのこと愛したこともないDareka no koto aishita koto mo nai▍也沒有愛過某個人そんな私の嘘がいつか本当になることSonna watashi no uso ga itsuka hontou ni naru koto▍我相信著那樣的我所說的謊言有朝一日將成為事實的信じてるShinjiteru▍那天到來いつかきっと全部手に入れるItsuka kitto zenbu te ni ireru▍終有一日我要將一切收入囊中私はそう欲張りなアイドルWatashi wa sou yokubari na aidoru▍我就是如此貪婪的偶像等身大でみんなのことToushindai de minna no koto▍因為我想毫無虛偽地ちゃんと愛したいからChanto aishitai kara▍好好地去愛著每一個人今日も嘘をつくのKyou mo uso wo tsuku no ▍今天我也說了謊この言葉がいつか本当とになる日を願ってkono kotoba ga itsuka hontou ni naru hi wo negatte▍我祈願著這句話語能在有朝一日將成為事實的那天到來それでもまだSore demo mada▍雖然在這之後也君と君にだけは言えずにいたけどKimi to kimi ni dake wa iezuni ita kedo▍依然沒能對你說出口やっと言えたYatto ieta▍我終於說出口了呢これは絶対嘘じゃないKore wa zettai uso jyanai▍這句絕非謊言的話愛してるAishiteru▍我愛你們https://home.gamer.com.tw/artwork.php?sn=5695964"
19061,良い精神
19062,ゲッターダメだぞ
19063,きっsy
19064,歌いいな
19065,もう1億5200万回再生されてんのかすげー
19066,ダサくねぇって
19067,ラップみたいなパートがダサいと聞いて
19068,あかりん絵好きです
19069,アンジルはこの曲を聴くともう誓いそうになります
19070,アイドルが出てからYOASOBIのチャンネル登録者数が増え続けてる気がする…
19071,とてもクールなオープニングですね
19072,字幕でiPhone弱点なんてないてっ出てきたのわら
19073,2:58嘘をつけばつくほど説得力は無くなるよ😢うんやっぱりモーニング娘と浅田真央ちゃんと初音ミクとうる星やつらのラムは最強やっぱりアニメと現実は違うだって今は誰もがちやほやされる世界だけどさ彼女達相当苦労してきたと思うよそして自称じゃないもん
19074,アニメOPの演出でFULL-verのpvがめちゃくちゃ観たいなぁ…(強欲で貪欲)
19075,ラップのとこがキツいって人結構いて安心した
19076,序盤はアイドルという偽りの姿の自分をうさぎの着ぐるみで表現しているのに最後にアクアとルビーに愛してると伝える時にはその鎧を手放してからなのが好き過ぎる
19077,もうここまで来ると本当に完璧で究極のアイドルだわ
19078,私この曲大好きです
19079,曲好きなのにリピートする気にならないのはラップパートがあるからか
19080,人気1位記念カキコ
19081,アニメ界でも最高符の楽曲でしょう
19082,1ヶ月で1.5億回おめでとうございます🎉🎉音程が高いのに透き通る声なのが凄いなぁって思います🫢💕
19083,まさに神PV!!
19084,YOASOBIこそ天才
19085,夜遊びさんの曲はどこかダークなんだよな
19086,紀元前5世紀から聴いてる人🙋
19087,サビのところなんかめっちゃ聞いたことある曲調なんだけどなんの曲だろう
19088,尋常じゃないスピードで再生されてるね何もかも更新しまくってるんじゃない
19089,もしかしたら他の歌ヨアソビの歌より3億回早く撮るかもしれないね···
19090,ラップ調ダサすぎる一からhip-hopやり直せ
19091,既出かもだけど歌詞見て当時のB小町のメンバーが黒幕説を推したい
19092,これが日本だ🇯🇵
19093,まさかマリアと有馬アリマかながかかってたなんて思わなんだ
19094,推しの子
19095,新しい順にした人こんにちは
19096,今さら推しの子から来ました(笑)聞いたことあったけど合いすぎてて納得
19097,昔のボカロみたい
19098,ヒカキンコメ無くなった
19099,これカラオケばかムズいんだがまあ男が歌う曲ではないけどww
19100,2023/6/8我推的孩子神曲登Billboard全球冠軍日文歌首次第一創新紀錄
19101,余韻が半端ないですさいたまスーパーアリーナYOASOBIライブ言葉にならないくらい幸せ感動でした思い出すだけで今も幸せ涙溢れますハッピー高まる素敵な音楽これからも楽しみしてます
19102,うさぎちゃん可愛い♡
19103,歌みた多いけど本家がハマり過ぎて戻ってきてしまう
19104,他の方もすでに言及してるけどマリアのワードチョイスが天才過ぎる純潔であることが強く求められたキリスト教の世界で非現実的でありながらもキリスト教徒の方ごめんなさい純潔な存在だと解釈されて崇め奉られ信者の心の拠り所でもあった聖母マリア過去の恋愛の隠蔽や色恋沙汰に関しての身の潔白を強く求められてきたアイドルの世界で非現実的でありながらもファンの方ごめんなさいそれを信じたり受け入れたり時には見て見ぬふりをしたりするファン達によって応援されそんなファンの心の拠り所にもなっている人気アイドル私はマリアだけでこれだけのことを伝えてしまうなんて天才過ぎる処女受胎というワードはすでに原作で登場してるけど曲中にこんなに綺麗に落とし込んでくるなんて凄いYOASOBIさんがこんなに凄いってなんで今まで気づかなかったんだ私…
19105,小説まだ見てないけど解説のやつを見てこんなに意味をこもった歌詞を知って改めてMVを見て音楽を聴いて凄い曲だと感じました
19106,推しの子信者or押しの子ファンはロリコン
19107,どりゃあああああああ加藤純一最強加藤純一最強加藤純一最強
19108,素晴らしい曲
19109,これは絶対嘘じゃない愛してる😭
19110,"8,2万個のコメントの中から見つけてくれてありがとうございます♪"
19111,修学旅行から帰って来たら15億になってた
19112,さてそろそろAmazonでCD予約せな
19113,皆の好きな歌詞一部は何俺は唯一無二じゃなくちゃイヤイヤの部分です是非応えていただけると嬉しいです
19114,この曲は中毒性が高すぎる😭
19115,日本で7週連続1位ビルボードで1位なるしアニメの影響力が世界でどれだけあるか国会議員達理解した方が良いと思うアニメ中国や海外にとられるまえに対策したり支援した方が今後の日本のためになるし小野田紀美議員みたいな議員が増えてほしい
19116,今日も今日とて再生回数を上げさせて頂きます👍
19117,色カバー聴いたけどやっぱikuraさんが一番な気がする俺の解釈だとあまり感情込めて歌ってないように聞こえるしカバーはなんか個性出そうとしてるっていうか感情込めちゃってるのがなんか違う気がする
19118,完璧で究極のゲッター明日の希望をとーり戻せ
19119,皆アカ先生が書き下ろした45510って小説読んでそれ読んでからこの曲聴くと理解度が増す
19120,名護市総合
19121,1.5億きもちぇー🤣🤣🤣
19122,一番星の生まれ変わりってのはルビーから見たアクアでもあるんだろうか闘病中の天皇寺さりなにとって気兼ねなく好きなものを話し合えたゴローは特別な存在だったのかな
19123,この歌既に映画館で覚えちゃったわ♡
19124,1.5億再生とかバケモノ
19125,へぃっって合いの手入る度に頭の中にとにかく明るい安村が出てくる💦
19126,够过后哦关机了刚开开陈镜开给VB就看看
19127,たくさんの人がこのアニソンはアニメを見た後で聞けば鳥肌が立つんだと言ってそれが最初はなんの意味か知らなかったけど今日アニメを見てその意味を知った特にこれは絶対嘘じゃない愛してるそのパートでアイの最後の瞬間が思い浮かんで鳥肌が立っま
19128,1.5億おめでとう🎉🎉🎉🎉❤❤❤❤ラブチュ
19129,今こそ英語字幕他他言語字幕つける時じゃないかー
19130,おやすみ
19131,体重は
19132,身長は
19133,性別は
19134,群青を超えた...だと...
19135,神降臨👸みたいな曲甘いキャンディ🍭が並んでるだけだと思ったら全身に猛毒が💀歌い踊る天才的なアイドル様にかしずく私もう逃げられません
19136,2:15愛の紅生姜
19137,推しの子をまだ視聴してないのに泣きそうになってる自分曲調と歌詞読んでるだけでそう思うから絶対アニメで涙腺崩壊すると思う笑
19138,この曲の作詞作曲が終わったときのAyaseさん→( ⸝⸝⸝¯ω¯⸝⸝⸝)ikuraちゃん→(꒪ͧд꒪ͧ)レコーディングが終わったときのAyaseさん→(⸝⸝◜◝⸝⸝)ikuraちゃん→︎︎︎︎(งд)ڡドヤサ(งд)ڡドヤサこの曲を聞いたときのファン(ﾟ‪ㅁﾟ)ボー(￣∀￣*)イヒッ✨(ﾟДﾟ)!!!スゲ(ω)(・ω・)うりゃ!/・ω・)/おい!↑これのループ
19139,アニメとの相乗効果がすごい
19140,Billboard1位おめでとう
19141,うわー…視界10メートルからここに来ましたがこんなにたくさんの人が私と同じ趣味を持っていると知ってショックです🥲
19142,3:07からがほんまに好きあのシーンを思い出して涙が止まらん
19143,1:31ここ下りに下がり1:44ここで転調してるここの切り替えむずそう
19144,2億までは余裕🎉
19145,この歌最高👍
19146,年度末には再生回数3億❤
19147,2倍速0.5倍速にすると普通のスピードになる
19148,YOASOBIは必ずレジェンドになるいや俺達がさせてみせる
19149,🎉❤アイドルすき❤🎉
19150,爪伸びてきて夢に向かって1歩進み出そうとした矢先に布団臭なって来た時に見るアイドル最高
19151,車に友達1人乗せた時すごい運転緊張するのに電車やバスの運転手って凄いなってこの動画見て思った
19152,何度も再生させて頂いております推しの子原作ファンでありアニメ版も大好きで初めて聞いたときは鳥肌が立ちました1億5000万再生越えおめでとうございますこの曲自体が究極のアイドルです
19153,今日何食べた
19154,無敵の笑顔で荒らすメディア知りたいその秘密ミステリアス抜けてるとこさえ彼女のエリア完璧で嘘つきな君は天才的なアイドル様今日何食べた好きな本は遊びに行くならどこに行くの何も食べてないそれは内緒何を聞かれてものらりくらりそう淡とだけど燦と見えそうで見えない秘密は蜜の味あれもないないないこれもないないない好きなタイプは相手はさあ答えて誰かを好きになることなんて私分からなくてさ嘘か本当か知り得ないそんな言葉にまた一人堕ちるまた好きにさせる誰もが目を奪われていく君は完璧で究極のアイドル金輪際現れない一番星の生まれ変わりその笑顔で愛してるで誰も彼も虜にしていくその瞳がその言葉が嘘でもそれは完全なアイはいはいあの子は特別です我はハナからおまけですお星様の引き立て役Bです全てがあの子のお陰なわけない洒落臭い妬み嫉妬なんてないわけがないこれはネタじゃないからこそ許せない完璧じゃない君じゃ許せない自分を許せない誰よりも強い君以外は認めない誰もが信じ崇めてるまさに最強で無敵のアイドル弱点なんて見当たらない一番星を宿している弱いとこなんて見せちゃダメダメ知りたくないとこは見せずに唯一無二じゃなくちゃイヤイヤそれこそ本物のアイ得意の笑顔で沸かすメディア隠しきるこの秘密だけは愛してるって嘘で積むキャリアこれこそ私なりの愛だ流れる汗も綺麗なアクアルビーを隠したこの瞼歌い踊り舞う私はマリアそう嘘はとびきりの愛だ誰かに愛されたことも誰かのこと愛したこともないそんな私の嘘がいつか本当になること信じてるいつかきっと全部手に入れる私はそう欲張りなアイドル等身大でみんなのことちゃんと愛したいから今日も嘘をつくのこの言葉がいつか本当になる日を願ってそれでもまだ君と君にだけは言えずにいたけどやっと言えたこれは絶対嘘じゃない愛してるSource: https://www.lyrical-nonsense.com/lyrics/yoasobi/idol/
19155,まだまだ伸びてて嬉しい
19156,いくらちゃんの声ってほんとわかりやすい❤大好き❤❤
19157,ラジオで聞いて絶対NiziUやって会話してた曲全然ちゃったわ
19158,我最喜欢的动漫6😌✋❤️❤️❤️
19159,良いこれはすごいですね
19160,すこ
19161,いいね
19162,ついこの間1億再生したと思ったらもう5000万再生されたのかスゴすぎ
19163,おろちんゆー歌ってたのコレか
19164,Google翻訳を使って自分の気持ちを表現することはできません声と音楽性が大好きだと言いたいのですが翻訳が悪いと思います最初の17秒は幸せな気持ちにさせてくれます
19165,1ヶ月前に出して再生回数1.5億はすごすぎる
19166,似たようなサビの曲聞いたことあるのに思い出せない
19167,アイドルとしてファンを想っての偽りの愛はアイで大切な守りたい人に向けては本当の愛なの天才的だと思った最後のフレーズの破壊力ヤバすぎる
19168,やっぱAyase天才や…
19169,毎日見にきてるし聴きに来てるのに全く飽きないなどんどん好きになってる
19170,YOASOBI→1曲も聴いたことない推しの子原作アニメ→タイトルしか知らないどうやらバズってるらしい→原作全部読む→面白いショートで好きなアイドルとこの歌の組み合わせで観る→歌詞に泣く今日初めてMV観た→原作読んだ後だから更に泣くそろそろアニメも観ますわ
19171,Ayaseさん相変わらずの天才メロディーだしikuraちゃんの歌い方がいつもと違くて可愛くてびっくりだしただいま絶賛YOASOBI中毒中です
19172,まてまて再生回数見てびびった日本アーティストで億行くこともすごいのに一ヶ月で1.5億はえぐすぎ
19173,今年の音楽タイトルこの曲が総なめ確定だろ笑
19174,ビルボードのGlobal excluding USで1位おめでたいGlobalだと今9位Hot 100では圏外やけどこのまま伸びたら嬉しいね
19175,なぜこの曲はこんなに良いのか?
19176,2023年も見てるひとってコメント探してるけど一生見つかんないな😭
19177,明日から2泊3日の修学旅行なので帰ってきてどれくらい再生回数が伸びているかを楽しみに行ってきます
19178,アイドル
19179,なんか奥が深いこの曲
19180,今強風オールバックとともに流行ってる曲
19181,再生数の伸びえぐ
19182,毎日聞いてしまうほど中毒性がある曲はこれ以外ない
19183,2004年でもみてる人🙋🏼‍♀️
19184,本当に凄い凄すぎて形容しようがない何も分からず聞くだけでも人を惹きつけ離さないようにする工夫がされまくっているし人に歌詞をここまで完璧に理解させる歌は長い人生の中でも聞いた事がないそれは映像による後押しが非常に大きいのだが歌と映像が完璧な完成形になっているからだろうそれをセットで見聴きしたいが為にまたリピートしてしまう連鎖視聴回数の脅威も全然納得が出来る今あるMVの形を世界で初めて作ったのはスリラーだSNSどころかネットも無くビデオデッキすら世の中に出始めた頃なのに世界は皆スリラーに熱狂したそのスリラーを初めて見た時の衝撃より日本の歌で歌詞がわかる分皆その衝撃は大きいのかも知れない…同時進行で放送されるテレビアニメその絶対的キャラの人生そのものが分かりやすく理解しやすい歌詞まるでその人生を共有したかのような想像をさせてしまう映像一つの物語をこんな形で人に表現し見せたのは世界で初めてではないだろうか…これはそう言った手法がこれからメジャーになって行くのかも知れないと言う正にパイオニア的作品そう言ったレベルのMV世界に何歩もリードして追随を許さないコンテンツと言えばアニメだけではないかと思える昨今ここまでの完成度をもって世の中に送り出されたMVEnglishバージョンも出ていることだし本当にグラミー賞を取って貰いたい※日本楽曲市場初グローバルビルボード1位おめでとう御座います7週連続トップ10入り
19185,200億回まであと半分も残っています
19186,途中のラップシーンめちゃくちゃ興奮する…いっつも耐えれんのよな😢はぅはぅああ//♂ヤリマスネェ
19187,8話ありがとうございました最高でした有馬かな最強‼️
19188,神曲だね言うまでもない
19189,素晴らしい
19190,今年の紅白決定やな
19191,これ6 7巻を劇場版にしたら余裕で興行100億いけるやろ
19192,八話を見てからまた戻ってきてしまった
19193,🇨🇳我哈特i搜土豪i搜送擦亮了的i你鞥历史(idk Chinese :D) 🇬🇧what is this song called in English?
19194,えげつない伸び方してるなK-POPのようにウイルスネットワークのスパムを使ってないのにこの再生数の伸び方は異常
19195,今年の紅白コレきますね❤
19196,飽きない曲ひさびさの
19197,この曲はヤバいです
19198,2025年も見てる人🙋
19199,2046年
19200,来年も見る人🙋
19201,2億まで届け!!
19202,Global Excl U.S 1位おめでとうございます🎉🍾🍾🎊マジで凄いです‼️
19203,近年のアーティストは個性的かつ歌唱力ハンパない感じがしますわね
19204,2123年でも聞く予定の人✋
19205,ビルボード1位おめでと㊗️㊗️♬٩( ˊoˋ*)و🎤✨✨💓💓
19206,この曲のせいで学校にいるやつにアイドルの再生数は神他はゴミって言われるやん
19207,1ヶ月で1億越えってえぐすぎないかw
19208,何回も聞いてたら誰かを好きになることなんて私わからなくてさが誰か推す気になることなんて私わからなくてさにきりかたとかでも聞こえるなーアクアの気持ちなのかなきのせいか
19209,再生数15億回おめでとうございます
19210,好きだなぁ
19211,🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉ここまでヒットするとは🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉アニメみたいな🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉
19212,マリア
19213,かわいい
19214,かわいい
19215,こんなに何回も聴いているのに絶対一文字も間違えず歌いきれる自信がない曲
19216,一般人には到底歌いこなせない難しさだと思うのにカラオケ行くと結構あちこちの部屋から聴こえるんだよなぁ盛り上がるだろうなとは思うけど
19217,例のオタクコメが見当たらなくて泣く
19218,ようやく原作のアニメ1話見たけどYOASOBIすげえわ
19219,デンッデンッデン
19220,🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉おめでとう
19221,ちゃんとアニメとか原作を見てからこの曲のこの言葉がいつか本当になる日を願ってそれでもまだ君と君にだけは言えずにいたけどやっと言えたこれは絶対嘘じゃない愛してるって聞くと涙腺が緩くなる😭😭😭最高すぎだろ😭😭天才だよ😭😭
19222,2030年も見てる人👍🏻
19223,2025年も来てる人🙋
19224,同接25万超えはやばすぎた
19225,いい出来だなと思ったら作ったの中山直哉じゃ当たり前だわw
19226,さっきAbemaで見てきたものです
19227,マリア
19228,アメリカのビルボード1位が日本人であることに誇りを感じます‼️
19229,目を奪うアイドルってモモか…!?😲
19230,2024年も見てる人🙋‍♂️
19231,マンガから来ました子どもが観てていい曲だとは思ってたけどいつもの曲調と違うからかYOASOBIだって気がつかなくて驚いてそれで今マンガ読んでてああやっと言えたこれは絶対嘘じゃない愛してるの意味を理解して歌による具現性の高さにまた驚いてYOASOBIのお二人の才能に腰を抜かしてます何が言いたいかというと今年イチの音楽を聴かせていただきましたありがとう
19232,これを国家にしろ
19233,出だしに後ろから聞こえてくるデンッ……デンッ…デンッデンが真剣にカッコ良すぎ0:00
19234,ネタバレ注意⚠️最後に出てくる男女最初はカップルだと思ってたけど双子の兄妹だったんだね……
19235,???誰もが目を奪われてく君は完璧で究極の……究極の……
19236,さいたまスーパーアリーナの生歌は音源以上で驚愕しましたTiktokライブの時より数段レベルアップしてましたikuraさん信じられないほど努力しているんだろうな喉を壊さないようご注意ください
19237,一日の終わりに必ず聴く!!中毒性ありすぎ✌2億再生突破★目指せ100億回!!!(ﾟ∀ﾟ)
19238,こんにちは
19239,推しの子見てからもう1回この動画見たら鳥肌エグい歌詞もそういう意味だったのか……ってなる
19240,一想到愛的死都是為了一切的布局
19241,しばらく聞かないとまたすぐ聞きたくなる中毒性がある
19242,アニメと合わせて何回も観てその度に泣いてしまうこんなの初めてだ
19243,1億五千万再生突破おめでとうございます🎉
19244,ビルボード1位おめでとう
19245,良い曲ですね
19246,多分これ日本で一番流行った曲になると予言する
19247,推しの子はアクアがアイに囚われ続ける物語でアイの曲と言ってもいい程の意味を持つこの曲が未だに伸び続けてるのが視聴者もアクアみたく囚われて推しの子となってるの感激する
19248,ビルボード8連覇おめでとうCD売り上げが反映される6月28日付までトップを維持できれば11連覇までいくかもしれない
19249,BTSのIDOLで衝撃をうけて5年またアイドルに衝撃を受けたJPOPの逆襲はじまったー
19250,急におすすめに出てきたので聞いてみたんですがめっちゃ最高な曲でした1.5億再生おめでとうございます🎉
19251,声可愛すぎる❤2億再生▶️いくようにみんなたくさん聞こうね🎶暗いところと明るい楽しい所大変な事でアイドルを表していて感動🥹でした最後の愛してる❤がすっごく印象的に残りました❣️
19252,ちゃんと毎日聞いてる人
19253,推しって世界共通やし日本が誇るアニメのMVで魅了しまくってて嬉しい🫶🏻🔥ビルボード1位おめでとう
